id_1,id_2
2702,22425
2702,4530
2702,37056
2702,16016
2702,31700
2702,35403
2702,35741
2702,31917
2702,5506
2702,22881
2702,10827
2702,19957
2702,36250
2702,8318
2702,6101
2702,16661
2702,13629
2702,32332
2702,33678
2702,2431
2702,25477
2703,5187
2703,22226
2704,26401
2704,28858
2704,29009
2704,6686
2704,6301
2704,3922
2704,27907
2704,9415
2704,16390
2704,11573
2704,36326
2704,2252
2704,27872
2704,28238
2704,23004
2704,7555
2704,13650
2704,5210
2704,36337
2704,17103
2704,14843
2704,14191
2704,19027
2704,26979
2704,35008
2704,27751
2705,30785
2705,28098
2705,19727
2705,36473
2705,35668
2706,27370
2706,24830
2706,35773
2706,7567
2706,25958
2706,31660
2706,26327
2706,34326
2706,28355
2706,32371
2706,23334
2706,17563
2706,16897
2706,32686
2706,15770
2706,1195
2706,5629
2706,13247
2706,26580
2706,28996
2706,8354
2706,27029
2706,7491
2706,23838
2706,18945
2706,29640
2706,30373
2706,21754
2706,32411
2706,21553
2706,30914
2706,20707
2706,25324
2706,18928
2706,3084
2706,31502
2706,10601
2706,14286
2706,2328
1553,35008
27377,2504
27377,31890
27377,20253
1555,24347
1555,1893
1557,31838
1557,7075
1557,25414
1557,5629
1557,19222
1557,32967
1557,35773
1557,26825
1557,11682
1557,22321
1558,9826
1558,23372
1558,1407
1558,14528
1558,31890
1558,19905
1558,23707
1558,4154
1559,25630
1559,34447
1559,7006
1559,9051
1559,10685
1559,29827
1559,35295
1559,3712
1559,9936
1559,29078
1559,34627
1559,29100
1559,13060
1559,28217
1559,33410
1559,11051
1559,10792
1560,6255
1560,7233
1560,10595
1561,36921
1561,14738
1561,16767
1561,13502
1561,17736
1561,26077
1561,5634
1561,8635
1561,22342
1561,25342
1561,21376
1561,37138
1561,33988
1561,36720
31201,30271
31201,21327
31201,28909
1563,2078
1563,34188
6762,23589
6762,31890
6762,30570
6762,29602
1564,33044
1564,20631
1564,9780
1564,19222
1564,22706
1564,36652
1564,2308
1565,26673
26589,28101
26589,7027
26589,35253
26589,4260
26589,21070
26589,13638
26589,23287
26589,28709
26589,27299
26589,9051
26589,5386
1566,4293
1566,7021
1566,37578
1566,24153
1566,15325
1566,25729
1566,7195
1567,22642
1567,28986
1567,7862
1568,10295
18620,14391
18620,28957
1571,26666
9306,6059
9306,2152
9306,17792
9306,29392
1573,27813
1573,9129
1573,7436
1573,15115
1573,21576
1573,15325
1573,4399
1573,33077
1574,31890
1574,7253
1574,32059
1575,9719
1575,36827
1575,37433
1575,18331
1575,8637
1575,36105
1575,24552
1575,27008
1575,23430
1575,86
1543,24232
1543,18084
1543,14905
1543,6423
1543,20043
1543,28419
1543,18814
1543,3599
1543,29547
1543,36819
1543,15916
1543,20470
1543,6706
1543,13872
1543,25256
1543,30583
1543,31516
1543,6995
1543,36196
1543,29253
1543,9978
1543,4601
1543,32539
1543,6996
1543,20974
1543,14650
1543,15480
1543,21846
1543,16932
1543,12068
1543,19253
1543,23277
1543,23430
1543,14765
1543,8195
1543,15542
1543,27116
1543,25558
1543,22237
1543,25706
1543,5914
1543,28792
1543,18564
1543,34262
1543,15713
1543,11814
1543,4500
1543,29543
1543,7339
1543,13684
1543,22552
1543,12097
1543,28210
1543,27323
1543,25564
1543,25677
1543,25920
1543,28365
1543,34605
1543,4109
1543,21833
1543,32873
1543,8516
1543,3812
1543,23036
1543,3016
1543,26595
1543,7271
1543,36886
1543,23646
1543,33105
1543,24010
1543,35882
1543,8417
1543,22000
1543,34538
1543,10531
1543,19222
1543,19753
1543,3466
1543,31649
1544,35523
1544,16166
1544,23050
1544,14534
1544,24796
1544,35773
1544,12732
1544,8927
1544,28014
1544,1877
1544,21640
1544,33832
1544,37629
1544,2282
1544,33643
1544,21334
1544,25482
1544,30956
1544,1923
1544,12426
1544,10080
1544,36652
1544,9051
1544,3712
1544,14921
1544,16119
1544,14635
1544,13838
1544,24460
1544,2281
1544,10949
1544,34255
1544,4757
1545,24874
1545,1578
1545,22135
1546,6384
1546,15669
1546,4609
1546,25096
1546,27302
1546,10001
1547,14209
1547,16653
1547,37344
1547,26026
1547,2078
1547,29055
1547,29757
1547,19040
1547,2997
1547,18163
1547,8610
1548,20269
1548,9051
1549,32159
1549,24882
1549,19222
1549,36652
1549,20594
1549,14269
1549,14796
1549,7408
1549,2872
1549,33263
1551,17975
1551,23198
381,30861
382,27803
383,31379
383,17395
383,16631
383,3887
383,19805
383,29382
383,28122
383,28075
383,33671
383,31292
383,1841
383,24088
383,20657
383,27777
383,8808
383,28340
383,33029
383,10589
383,21926
383,37346
383,1280
383,31121
383,19222
383,26223
383,11446
383,1265
383,12857
383,6635
383,16813
383,13761
383,29023
383,2347
383,14484
383,13647
383,18163
383,6574
383,27803
384,13638
384,33204
385,29055
385,23491
386,9887
386,35106
386,15680
386,14528
386,9594
386,22134
387,12585
387,5264
387,9051
388,33371
388,5567
2309,21819
2309,33953
2309,22232
2309,5200
2309,20368
2309,23694
2309,1092
390,10933
391,28957
392,25495
393,23589
393,15755
393,10243
393,34970
393,5994
393,35370
393,508
393,26974
393,30863
393,21232
393,18876
393,27963
393,19253
393,35075
393,31890
393,7631
393,33029
393,17486
393,26638
393,35633
393,13028
393,22110
